qid	ngramtype	gram	featurename	featurevalue
SemSearch_ES-42	unigram	john	collectiontf	13.123904189743088
SemSearch_ES-42	unigram	maxwell	collectiontf	8.786303878282583
SemSearch_ES-42	bigram	john maxwell	collectiontf	5.655991810819852
SemSearch_ES-45	unigram	keith	collectiontf	10.489800910432063
SemSearch_ES-45	unigram	urban	collectiontf	9.414178772232386
SemSearch_ES-45	bigram	keith urban	collectiontf	6.740519359606223
SemSearch_ES-47	unigram	king	collectiontf	11.100012691726906
SemSearch_ES-47	unigram	arthur	collectiontf	10.984003756934829
SemSearch_ES-47	bigram	king arthur	collectiontf	4.454347296253507
SemSearch_ES-48	unigram	la	collectiontf	12.519762319254143
SemSearch_ES-48	unigram	scala	collectiontf	5.983936280687191
SemSearch_ES-48	unigram	restaurant	collectiontf	7.6236419465115715
SemSearch_ES-48	unigram	philadelphia	collectiontf	10.9652802430657
SemSearch_ES-48	bigram	la scala	collectiontf	4.1588830833596715
SemSearch_ES-48	bigram	scala restaurant	collectiontf	-Infinity
SemSearch_ES-48	bigram	restaurant philadelphia	collectiontf	-Infinity
SemSearch_ES-49	unigram	laura	collectiontf	9.48918349576076
SemSearch_ES-49	unigram	bush	collectiontf	9.493487175626202
SemSearch_ES-49	bigram	laura bush	collectiontf	3.9318256327243257
SemSearch_ES-50	unigram	laura	collectiontf	9.48918349576076
SemSearch_ES-50	unigram	steele	collectiontf	8.865170419651774
SemSearch_ES-50	unigram	bob	collectiontf	11.062269457560602
SemSearch_ES-50	unigram	tom	collectiontf	11.54718195364832
SemSearch_ES-50	bigram	laura steele	collectiontf	-Infinity
SemSearch_ES-50	bigram	steele bob	collectiontf	2.772588722239781
SemSearch_ES-50	bigram	bob tom	collectiontf	6.068425588244111
SemSearch_ES-51	unigram	lexu	collectiontf	5.384495062789089
SemSearch_ES-51	unigram	maplewood	collectiontf	5.5053315359323625
SemSearch_ES-51	bigram	lexu maplewood	collectiontf	-Infinity
SemSearch_ES-52	unigram	lincoln	collectiontf	11.001849809949029
SemSearch_ES-52	unigram	park	collectiontf	11.77732611613264
SemSearch_ES-52	bigram	lincoln park	collectiontf	4.430816798843313
SemSearch_ES-53	unigram	lynchburg	collectiontf	8.099554282376364
SemSearch_ES-53	unigram	virginia	collectiontf	11.971893424595699
SemSearch_ES-53	bigram	lynchburg virginia	collectiontf	7.122866658599083
SemSearch_ES-54	unigram	marc	collectiontf	10.084725188767045
SemSearch_ES-54	unigram	anthony	collectiontf	11.366279884628744
SemSearch_ES-54	bigram	marc anthony	collectiontf	6.171700597410915
SemSearch_ES-55	unigram	marcu	collectiontf	9.779680156808055
SemSearch_ES-55	unigram	theater	collectiontf	7.520776415062797
SemSearch_ES-55	bigram	marcu theater	collectiontf	-Infinity
SemSearch_ES-56	unigram	mario	collectiontf	10.348141322001869
SemSearch_ES-56	unigram	bro	collectiontf	10.59335435854593
SemSearch_ES-56	bigram	mario bro	collectiontf	3.7376696182833684
SemSearch_ES-57	unigram	martin	collectiontf	11.677430920018907
SemSearch_ES-57	unigram	luther	collectiontf	8.61794309451638
SemSearch_ES-57	unigram	king	collectiontf	11.100012691726906
SemSearch_ES-57	bigram	martin luther	collectiontf	6.499787040655854
SemSearch_ES-57	bigram	luther king	collectiontf	5.170483995038151
SemSearch_ES-58	unigram	mason	collectiontf	10.108059718264903
SemSearch_ES-58	unigram	ohio	collectiontf	11.791723188208477
SemSearch_ES-58	bigram	mason ohio	collectiontf	4.31748811353631
SemSearch_ES-59	unigram	mercy	collectiontf	7.811163385025279
SemSearch_ES-59	unigram	hospital	collectiontf	8.616676469901188
SemSearch_ES-59	unigram	des	collectiontf	9.965992757887525
SemSearch_ES-59	unigram	moines	collectiontf	8.562740006372207
SemSearch_ES-59	unigram	ia	collectiontf	5.003946305945459
SemSearch_ES-59	bigram	mercy hospital	collectiontf	-Infinity
SemSearch_ES-59	bigram	hospital des	collectiontf	-Infinity
SemSearch_ES-59	bigram	des moines	collectiontf	8.562740006372207
SemSearch_ES-59	bigram	moines ia	collectiontf	1.0986122886681098
SemSearch_ES-60	unigram	michael	collectiontf	12.467290098814871
SemSearch_ES-60	unigram	douglas	collectiontf	10.859844793623367
SemSearch_ES-60	bigram	michael douglas	collectiontf	6.1675164908883415
SemSearch_ES-61	unigram	rourke	collectiontf	6.590301048196686
SemSearch_ES-61	unigram	fantasy	collectiontf	9.458137510729049
SemSearch_ES-61	unigram	island	collectiontf	11.377769896943771
SemSearch_ES-61	bigram	rourke fantasy	collectiontf	-Infinity
SemSearch_ES-61	bigram	fantasy island	collectiontf	2.8903717578961645
SemSearch_ES-63	unigram	old	collectiontf	10.627939582924485
SemSearch_ES-63	unigram	winchester	collectiontf	8.847647355711887
SemSearch_ES-63	unigram	shotgun	collectiontf	5.91350300563827
SemSearch_ES-63	bigram	old winchester	collectiontf	-Infinity
SemSearch_ES-63	bigram	winchester shotgun	collectiontf	-Infinity
SemSearch_ES-64	unigram	omeara	collectiontf	5.4116460518550396
SemSearch_ES-64	unigram	ford	collectiontf	10.144078017454058
SemSearch_ES-64	bigram	omeara ford	collectiontf	-Infinity
SemSearch_ES-65	unigram	orlando	collectiontf	9.378816521948083
SemSearch_ES-65	unigram	florida	collectiontf	11.825836591467786
SemSearch_ES-65	bigram	orlando florida	collectiontf	7.492760300922379
SemSearch_ES-66	unigram	overeater	collectiontf	-Infinity
SemSearch_ES-66	unigram	anonymous	collectiontf	4.852030263919617
SemSearch_ES-66	bigram	overeater anonymous	collectiontf	-Infinity
SemSearch_ES-67	unigram	ovguide	collectiontf	-Infinity
SemSearch_ES-67	unigram	movies	collectiontf	6.8679744089702925
SemSearch_ES-67	bigram	ovguide movies	collectiontf	-Infinity
SemSearch_ES-68	unigram	pierce	collectiontf	9.292012520620208
SemSearch_ES-68	unigram	county	collectiontf	13.929931503680491
SemSearch_ES-68	unigram	washington	collectiontf	11.974707892556888
SemSearch_ES-68	bigram	pierce county	collectiontf	6.641182169740591
SemSearch_ES-68	bigram	county washington	collectiontf	8.813735892300215
SemSearch_ES-69	unigram	piosenki	collectiontf	-Infinity
SemSearch_ES-69	unigram	mp3	collectiontf	5.0369526024136295
SemSearch_ES-69	bigram	piosenki mp3	collectiontf	-Infinity
SemSearch_ES-70	unigram	radio	collectiontf	10.551951125469433
SemSearch_ES-70	unigram	italia	collectiontf	6.376726947898627
SemSearch_ES-70	unigram	online	collectiontf	9.123365357961776
SemSearch_ES-70	bigram	radio italia	collectiontf	1.0986122886681098
SemSearch_ES-70	bigram	italia online	collectiontf	-Infinity
SemSearch_ES-71	unigram	richmond	collectiontf	10.36110225496905
SemSearch_ES-71	unigram	virginia	collectiontf	11.971893424595699
SemSearch_ES-71	bigram	richmond virginia	collectiontf	7.847762537473608
SemSearch_ES-72	unigram	rock	collectiontf	13.36020636075722
SemSearch_ES-72	unigram	103	collectiontf	4.919980925828125
SemSearch_ES-72	unigram	memphis	collectiontf	9.25770094333602
SemSearch_ES-72	bigram	rock 103	collectiontf	-Infinity
SemSearch_ES-72	bigram	103 memphis	collectiontf	-Infinity
SemSearch_ES-73	unigram	rowan	collectiontf	8.19478163844336
SemSearch_ES-73	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-73	bigram	rowan university	collectiontf	3.7376696182833684
SemSearch_ES-74	unigram	sacred	collectiontf	6.952728644624869
SemSearch_ES-74	unigram	heart	collectiontf	11.10566374391912
SemSearch_ES-74	unigram	u	collectiontf	9.819834167538875
SemSearch_ES-74	bigram	sacred heart	collectiontf	5.393627546352362
SemSearch_ES-74	bigram	heart u	collectiontf	2.4849066497880004
SemSearch_ES-75	unigram	sagemont	collectiontf	-Infinity
SemSearch_ES-75	unigram	church	collectiontf	11.058889668606032
SemSearch_ES-75	unigram	houston	collectiontf	10.698107702026707
SemSearch_ES-75	unigram	tx	collectiontf	6.4692503167957724
SemSearch_ES-75	bigram	sagemont church	collectiontf	-Infinity
SemSearch_ES-75	bigram	church houston	collectiontf	0.0
SemSearch_ES-75	bigram	houston tx	collectiontf	1.791759469228055
SemSearch_ES-76	unigram	san	collectiontf	12.371468432901187
SemSearch_ES-76	unigram	antonio	collectiontf	10.675029930523447
SemSearch_ES-76	bigram	san antonio	collectiontf	9.232786560806012
SemSearch_ES-77	unigram	savannah	collectiontf	8.263590432617319
SemSearch_ES-77	unigram	tech	collectiontf	8.64135583403666
SemSearch_ES-77	bigram	savannah tech	collectiontf	-Infinity
SemSearch_ES-78	unigram	sharp	collectiontf	8.296795865770052
SemSearch_ES-78	unigram	pc	collectiontf	7.537962659768208
SemSearch_ES-78	bigram	sharp pc	collectiontf	-Infinity
SemSearch_ES-79	unigram	shobana	collectiontf	6.478509642208569
SemSearch_ES-79	unigram	masala	collectiontf	4.02535169073515
SemSearch_ES-79	bigram	shobana masala	collectiontf	-Infinity
SemSearch_ES-80	unigram	sonny	collectiontf	8.832149906002899
SemSearch_ES-80	unigram	cher	collectiontf	8.520388082312756
SemSearch_ES-80	bigram	sonny cher	collectiontf	5.5134287461649825
SemSearch_ES-81	unigram	south	collectiontf	12.507161938189274
SemSearch_ES-81	unigram	dakota	collectiontf	10.529372506036905
SemSearch_ES-81	unigram	state	collectiontf	14.145744088551588
SemSearch_ES-81	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-81	bigram	south dakota	collectiontf	9.634038248345407
SemSearch_ES-81	bigram	dakota state	collectiontf	8.645762292210945
SemSearch_ES-81	bigram	state university	collectiontf	10.57029075775647
SemSearch_ES-82	unigram	st	collectiontf	11.842617625879068
SemSearch_ES-82	unigram	lucia	collectiontf	7.862497197230545
SemSearch_ES-82	bigram	st lucia	collectiontf	3.970291913552122
SemSearch_ES-83	unigram	st	collectiontf	11.842617625879068
SemSearch_ES-83	unigram	paul	collectiontf	12.081353737222678
SemSearch_ES-83	unigram	saint	collectiontf	11.589534592340119
SemSearch_ES-83	bigram	st paul	collectiontf	7.071573364211532
SemSearch_ES-83	bigram	paul saint	collectiontf	5.3981627015177525
SemSearch_ES-84	unigram	dish	collectiontf	5.480638923341991
SemSearch_ES-84	unigram	danielle	collectiontf	8.475746001502063
SemSearch_ES-84	unigram	fishel	collectiontf	4.564348191467836
SemSearch_ES-84	bigram	dish danielle	collectiontf	-Infinity
SemSearch_ES-84	bigram	danielle fishel	collectiontf	3.871201010907891
SemSearch_ES-85	unigram	longest	collectiontf	5.003946305945459
SemSearch_ES-85	unigram	yard	collectiontf	7.768533300926033
SemSearch_ES-85	unigram	sale	collectiontf	7.692113339595466
SemSearch_ES-85	bigram	longest yard	collectiontf	1.0986122886681098
SemSearch_ES-85	bigram	yard sale	collectiontf	-Infinity
SemSearch_ES-86	unigram	morning	collectiontf	8.448271745949816
SemSearch_ES-86	unigram	call	collectiontf	8.678631537293768
SemSearch_ES-86	unigram	lehigh	collectiontf	8.068089626278244
SemSearch_ES-86	unigram	valley	collectiontf	10.458894495697496
SemSearch_ES-86	unigram	pa	collectiontf	7.68937110752969
SemSearch_ES-86	bigram	morning call	collectiontf	2.70805020110221
SemSearch_ES-86	bigram	call lehigh	collectiontf	-Infinity
SemSearch_ES-86	bigram	lehigh valley	collectiontf	5.442417710521793
SemSearch_ES-86	bigram	valley pa	collectiontf	-Infinity
SemSearch_ES-87	unigram	quick	collectiontf	6.841615476477592
SemSearch_ES-87	unigram	lift	collectiontf	6.025865973825314
SemSearch_ES-87	bigram	quick lift	collectiontf	-Infinity
SemSearch_ES-88	unigram	thomas	collectiontf	11.958040681207942
SemSearch_ES-88	unigram	jefferson	collectiontf	10.717612659648976
SemSearch_ES-88	bigram	thomas jefferson	collectiontf	6.5998704992128365
SemSearch_ES-89	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-89	unigram	north	collectiontf	12.518131427021517
SemSearch_ES-89	unigram	dakota	collectiontf	10.529372506036905
SemSearch_ES-89	bigram	university north	collectiontf	8.330622620332868
SemSearch_ES-89	bigram	north dakota	collectiontf	9.62231756369957
SemSearch_ES-90	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-90	unigram	phoenix	collectiontf	9.749345206007481
SemSearch_ES-90	bigram	university phoenix	collectiontf	5.54907608489522
SemSearch_ES-91	unigram	westminster	collectiontf	8.722580021141189
SemSearch_ES-91	unigram	abbey	collectiontf	7.881559917056899
SemSearch_ES-91	bigram	westminster abbey	collectiontf	4.3694478524670215
SemSearch_ES-93	unigram	08	collectiontf	8.01532730902172
SemSearch_ES-93	unigram	toyota	collectiontf	8.488587934405903
SemSearch_ES-93	unigram	tundra	collectiontf	5.2832037287379885
SemSearch_ES-93	bigram	08 toyota	collectiontf	-Infinity
SemSearch_ES-93	bigram	toyota tundra	collectiontf	3.6635616461296463
SemSearch_ES-94	unigram	hugh	collectiontf	10.094768850701554
SemSearch_ES-94	unigram	downs	collectiontf	7.269616749608169
SemSearch_ES-94	bigram	hugh downs	collectiontf	3.1780538303479458
SemSearch_ES-95	unigram	madrid	collectiontf	10.642921767047387
SemSearch_ES-96	unigram	new	collectiontf	13.619945694418456
SemSearch_ES-96	unigram	england	collectiontf	13.052337830033991
SemSearch_ES-96	unigram	coffee	collectiontf	8.250620082174692
SemSearch_ES-96	bigram	new england	collectiontf	9.451323841418724
SemSearch_ES-96	bigram	england coffee	collectiontf	-Infinity
SemSearch_ES-97	unigram	pink	collectiontf	8.926251835034533
SemSearch_ES-97	unigram	panther	collectiontf	9.142061531222888
SemSearch_ES-97	unigram	2	collectiontf	10.422668175884853
SemSearch_ES-97	bigram	pink panther	collectiontf	6.115892125483034
SemSearch_ES-97	bigram	panther 2	collectiontf	-Infinity
SemSearch_ES-98	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-98	unigram	texas	collectiontf	12.000363723939207
SemSearch_ES-98	unigram	austin	collectiontf	10.193803652888551
SemSearch_ES-98	bigram	university texas	collectiontf	8.087025470667701
SemSearch_ES-98	bigram	texas austin	collectiontf	6.643789733147672
SemSearch_ES-99	unigram	university	collectiontf	12.834814629397782
SemSearch_ES-99	unigram	york	collectiontf	13.019060742855947
SemSearch_ES-99	bigram	university york	collectiontf	6.021023349349527
SemSearch_ES-100	unigram	ymca	collectiontf	5.327876168789581
SemSearch_ES-100	unigram	tampa	collectiontf	9.744843459096531
SemSearch_ES-100	bigram	ymca tampa	collectiontf	-Infinity
SemSearch_ES-101	unigram	ashley	collectiontf	9.53935630792094
SemSearch_ES-101	unigram	wagner	collectiontf	8.67846133901236
SemSearch_ES-101	bigram	ashley wagner	collectiontf	-Infinity
SemSearch_ES-102	unigram	beach	collectiontf	10.437492449249524
SemSearch_ES-102	unigram	flower	collectiontf	8.929435283803425
SemSearch_ES-102	bigram	beach flower	collectiontf	-Infinity
SemSearch_ES-103	unigram	bounce	collectiontf	5.332718793265369
SemSearch_ES-103	unigram	city	collectiontf	14.618563160431117
SemSearch_ES-103	unigram	humble	collectiontf	6.464588303689961
SemSearch_ES-103	unigram	tx	collectiontf	6.4692503167957724
SemSearch_ES-103	bigram	bounce city	collectiontf	-Infinity
SemSearch_ES-103	bigram	city humble	collectiontf	4.30406509320417
SemSearch_ES-103	bigram	humble tx	collectiontf	-Infinity
SemSearch_ES-104	unigram	bourbonnai	collectiontf	3.6375861597263857
SemSearch_ES-104	unigram	il	collectiontf	10.09009159305939
SemSearch_ES-104	bigram	bourbonnai il	collectiontf	-Infinity
SemSearch_ES-105	unigram	cedar	collectiontf	8.913684824725294
SemSearch_ES-105	unigram	garden	collectiontf	10.716947898606081
SemSearch_ES-105	unigram	apartments	collectiontf	4.454347296253507
SemSearch_ES-105	bigram	cedar garden	collectiontf	-Infinity
SemSearch_ES-105	bigram	garden apartments	collectiontf	-Infinity
SemSearch_ES-106	unigram	chase	collectiontf	9.069813136839207
SemSearch_ES-106	unigram	masterson	collectiontf	7.38770923908104
SemSearch_ES-106	bigram	chase masterson	collectiontf	4.969813299576001
SemSearch_ES-107	unigram	concord	collectiontf	8.183118079394745
SemSearch_ES-107	unigram	steel	collectiontf	10.22408443999905
SemSearch_ES-107	bigram	concord steel	collectiontf	-Infinity
SemSearch_ES-108	unigram	danielia	collectiontf	-Infinity
SemSearch_ES-108	unigram	cotton	collectiontf	9.381010986029276
SemSearch_ES-108	bigram	danielia cotton	collectiontf	-Infinity
SemSearch_ES-109	unigram	david	collectiontf	12.551076243518468
SemSearch_ES-109	unigram	hewlett	collectiontf	6.985641817639208
SemSearch_ES-109	bigram	david hewlett	collectiontf	5.043425116919247
SemSearch_ES-111	unigram	eagle	collectiontf	10.243845088739151
SemSearch_ES-111	unigram	rock	collectiontf	13.36020636075722
SemSearch_ES-111	unigram	ca	collectiontf	8.556029215201436
SemSearch_ES-111	bigram	eagle rock	collectiontf	5.37989735354046
SemSearch_ES-111	bigram	rock ca	collectiontf	0.0
SemSearch_ES-112	unigram	espresso	collectiontf	3.6635616461296463
SemSearch_ES-112	unigram	tv	collectiontf	10.26074232833987
SemSearch_ES-112	unigram	stand	collectiontf	7.7354333524996886
SemSearch_ES-112	bigram	espresso tv	collectiontf	-Infinity
SemSearch_ES-112	bigram	tv stand	collectiontf	-Infinity
SemSearch_ES-114	unigram	glenn	collectiontf	9.828925631209223
SemSearch_ES-114	unigram	frey	collectiontf	7.22983877815125
SemSearch_ES-114	bigram	glenn frey	collectiontf	6.259581464064923
SemSearch_ES-115	unigram	goodwill	collectiontf	5.2574953720277815
SemSearch_ES-115	unigram	michigan	collectiontf	11.56351401108104
SemSearch_ES-115	bigram	goodwill michigan	collectiontf	-Infinity
SemSearch_ES-118	unigram	iowa	collectiontf	10.986630810300307
SemSearch_ES-118	unigram	energy	collectiontf	9.025696119812583
SemSearch_ES-118	bigram	iowa energy	collectiontf	4.532599493153256
SemSearch_ES-119	unigram	john	collectiontf	13.123904189743088
SemSearch_ES-119	unigram	elliott	collectiontf	9.92896034850916
SemSearch_ES-119	bigram	john elliott	collectiontf	3.6109179126442243
SemSearch_ES-120	unigram	lawrence	collectiontf	10.783031309043167
SemSearch_ES-120	unigram	general	collectiontf	10.176943917723927
SemSearch_ES-120	unigram	hospital	collectiontf	8.616676469901188
SemSearch_ES-120	bigram	lawrence general	collectiontf	-Infinity
SemSearch_ES-120	bigram	general hospital	collectiontf	6.267200548541362
SemSearch_ES-123	unigram	michael	collectiontf	12.467290098814871
SemSearch_ES-123	unigram	zimmerman	collectiontf	8.47261414801827
SemSearch_ES-123	bigram	michael zimmerman	collectiontf	-Infinity
SemSearch_ES-124	unigram	motorola	collectiontf	5.4638318050256105
SemSearch_ES-124	unigram	bluetooth	collectiontf	3.295836866004329
SemSearch_ES-124	unigram	hs850	collectiontf	-Infinity
SemSearch_ES-124	bigram	motorola bluetooth	collectiontf	-Infinity
SemSearch_ES-124	bigram	bluetooth hs850	collectiontf	-Infinity
SemSearch_ES-125	unigram	nokia	collectiontf	7.075808863978387
SemSearch_ES-125	unigram	e73	collectiontf	-Infinity
SemSearch_ES-125	bigram	nokia e73	collectiontf	-Infinity
SemSearch_ES-127	unigram	palm	collectiontf	9.41450495669259
SemSearch_ES-127	unigram	tungsten	collectiontf	4.976733742420574
SemSearch_ES-127	unigram	e2	collectiontf	3.1780538303479458
SemSearch_ES-127	unigram	handheld	collectiontf	5.0689042022202315
SemSearch_ES-127	bigram	palm tungsten	collectiontf	0.0
SemSearch_ES-127	bigram	tungsten e2	collectiontf	-Infinity
SemSearch_ES-127	bigram	e2 handheld	collectiontf	-Infinity
SemSearch_ES-128	unigram	philadelphia	collectiontf	10.9652802430657
SemSearch_ES-128	unigram	neufchatel	collectiontf	-Infinity
SemSearch_ES-128	unigram	cheese	collectiontf	6.762729506931879
SemSearch_ES-128	bigram	philadelphia neufchatel	collectiontf	-Infinity
SemSearch_ES-128	bigram	neufchatel cheese	collectiontf	-Infinity
SemSearch_ES-129	unigram	pizza	collectiontf	6.453624998892692
SemSearch_ES-129	unigram	populous	collectiontf	4.770684624465665
SemSearch_ES-129	unigram	detroit	collectiontf	10.3988847681449
SemSearch_ES-129	unigram	mi	collectiontf	8.051022208190679
SemSearch_ES-129	bigram	pizza populous	collectiontf	-Infinity
SemSearch_ES-129	bigram	populous detroit	collectiontf	-Infinity
SemSearch_ES-129	bigram	detroit mi	collectiontf	2.1972245773362196
SemSearch_ES-130	unigram	plymouth	collectiontf	9.957170489452313
SemSearch_ES-130	unigram	police	collectiontf	9.001715906761175
SemSearch_ES-130	unigram	department	collectiontf	11.285899386391794
SemSearch_ES-130	bigram	plymouth police	collectiontf	-Infinity
SemSearch_ES-130	bigram	police department	collectiontf	6.401917196727186
SemSearch_ES-131	unigram	scpa	collectiontf	-Infinity
SemSearch_ES-131	unigram	san	collectiontf	12.371468432901187
SemSearch_ES-131	unigram	diego	collectiontf	10.812572384159955
SemSearch_ES-131	bigram	scpa san	collectiontf	-Infinity
SemSearch_ES-131	bigram	san diego	collectiontf	10.53297582498551
SemSearch_ES-132	unigram	sea	collectiontf	9.973340054434962
SemSearch_ES-132	unigram	mattress	collectiontf	4.820281565605037
SemSearch_ES-132	unigram	co	collectiontf	10.141086124819923
SemSearch_ES-132	bigram	sea mattress	collectiontf	-Infinity
SemSearch_ES-132	bigram	mattress co	collectiontf	-Infinity
SemSearch_ES-133	unigram	sedona	collectiontf	4.770684624465665
SemSearch_ES-133	unigram	hike	collectiontf	6.490723534502507
SemSearch_ES-133	unigram	trail	collectiontf	8.001019961323651
SemSearch_ES-133	bigram	sedona hike	collectiontf	-Infinity
SemSearch_ES-133	bigram	hike trail	collectiontf	5.840641657373398
SemSearch_ES-134	unigram	skye	collectiontf	6.738152494595957
SemSearch_ES-134	unigram	wood	collectiontf	10.456395176681486
SemSearch_ES-134	bigram	skye wood	collectiontf	-Infinity
SemSearch_ES-135	unigram	spring	collectiontf	10.090879566143188
SemSearch_ES-135	unigram	shoe	collectiontf	8.15162164696975
SemSearch_ES-135	unigram	canada	collectiontf	12.751360563726237
SemSearch_ES-135	bigram	spring shoe	collectiontf	-Infinity
SemSearch_ES-135	bigram	shoe canada	collectiontf	0.0
SemSearch_ES-136	unigram	sri	collectiontf	10.536194469284657
SemSearch_ES-136	unigram	lanka	collectiontf	10.443017244430473
SemSearch_ES-136	unigram	government	collectiontf	11.210549294438875
SemSearch_ES-136	unigram	gazette	collectiontf	5.996452088619021
SemSearch_ES-136	bigram	sri lanka	collectiontf	10.435585311577658
SemSearch_ES-136	bigram	lanka government	collectiontf	3.871201010907891
SemSearch_ES-136	bigram	government gazette	collectiontf	-Infinity
SemSearch_ES-137	unigram	steak	collectiontf	3.6375861597263857
SemSearch_ES-137	unigram	express	collectiontf	8.454466361507933
SemSearch_ES-137	bigram	steak express	collectiontf	-Infinity
SemSearch_ES-138	unigram	syracuse	collectiontf	8.91918561004543
SemSearch_ES-138	unigram	spca	collectiontf	-Infinity
SemSearch_ES-138	bigram	syracuse spca	collectiontf	-Infinity
SemSearch_ES-139	unigram	big	collectiontf	11.494893868472772
SemSearch_ES-139	unigram	texas	collectiontf	12.000363723939207
SemSearch_ES-139	unigram	steak	collectiontf	3.6375861597263857
SemSearch_ES-139	unigram	house	collectiontf	10.884273054590794
SemSearch_ES-139	bigram	big texas	collectiontf	-Infinity
SemSearch_ES-139	bigram	texas steak	collectiontf	-Infinity
SemSearch_ES-139	bigram	steak house	collectiontf	-Infinity
SemSearch_ES-140	unigram	toledo	collectiontf	9.147294070258548
SemSearch_ES-140	unigram	bend	collectiontf	8.967376693212666
SemSearch_ES-140	unigram	realty	collectiontf	6.428105272684596
SemSearch_ES-140	bigram	toledo bend	collectiontf	-Infinity
SemSearch_ES-140	bigram	bend realty	collectiontf	-Infinity
SemSearch_ES-141	unigram	ventura	collectiontf	8.669914278433902
SemSearch_ES-141	unigram	county	collectiontf	13.929931503680491
SemSearch_ES-141	unigram	court	collectiontf	9.179674957665297
SemSearch_ES-141	bigram	ventura county	collectiontf	6.841615476477592
SemSearch_ES-141	bigram	county court	collectiontf	1.0986122886681098
SemSearch_ES-142	unigram	windsor	collectiontf	9.234837843576571
SemSearch_ES-142	unigram	hotel	collectiontf	8.46779284112111
SemSearch_ES-142	unigram	philadelphia	collectiontf	10.9652802430657
SemSearch_ES-142	bigram	windsor hotel	collectiontf	-Infinity
SemSearch_ES-142	bigram	hotel philadelphia	collectiontf	-Infinity
SemSearch_LS-1	unigram	apollo	collectiontf	7.0967213784947605
SemSearch_LS-1	unigram	astronaut	collectiontf	6.434546518787453
SemSearch_LS-1	unigram	walk	collectiontf	7.779466967458324
SemSearch_LS-1	unigram	moon	collectiontf	9.508591395777199
SemSearch_LS-1	bigram	apollo astronaut	collectiontf	-Infinity
SemSearch_LS-1	bigram	astronaut walk	collectiontf	-Infinity
SemSearch_LS-1	bigram	walk moon	collectiontf	-Infinity
SemSearch_LS-2	unigram	arab	collectiontf	10.094273187742212
SemSearch_LS-2	unigram	states	collectiontf	14.307209629843593
SemSearch_LS-2	unigram	persian	collectiontf	8.173293438966228
SemSearch_LS-2	unigram	gulf	collectiontf	8.893298144217916
SemSearch_LS-2	bigram	arab states	collectiontf	4.59511985013459
SemSearch_LS-2	bigram	states persian	collectiontf	3.295836866004329
SemSearch_LS-2	bigram	persian gulf	collectiontf	7.106606137727303
SemSearch_LS-3	unigram	astronaut	collectiontf	6.434546518787453
SemSearch_LS-3	unigram	landed	collectiontf	4.3694478524670215
SemSearch_LS-3	unigram	moon	collectiontf	9.508591395777199
SemSearch_LS-3	bigram	astronaut landed	collectiontf	-Infinity
SemSearch_LS-3	bigram	landed moon	collectiontf	-Infinity
SemSearch_LS-4	unigram	axis	collectiontf	6.371611847231857
SemSearch_LS-4	unigram	powers	collectiontf	7.741533589281828
SemSearch_LS-4	unigram	world	collectiontf	12.197526228728332
SemSearch_LS-4	unigram	war	collectiontf	11.821938408123838
SemSearch_LS-4	unigram	ii	collectiontf	11.219828759816949
SemSearch_LS-4	bigram	axis powers	collectiontf	4.418840607796598
SemSearch_LS-4	bigram	powers world	collectiontf	0.6931471805599453
SemSearch_LS-4	bigram	world war	collectiontf	10.662282014331929
SemSearch_LS-4	bigram	war ii	collectiontf	10.05065677575275
SemSearch_LS-5	unigram	books	collectiontf	10.15979505022877
SemSearch_LS-5	unigram	jewish	collectiontf	8.24143968982973
SemSearch_LS-5	unigram	canon	collectiontf	7.1569563646156364
SemSearch_LS-5	bigram	books jewish	collectiontf	1.9459101490553132
SemSearch_LS-5	bigram	jewish canon	collectiontf	-Infinity
SemSearch_LS-6	unigram	borough	collectiontf	10.765617725450847
SemSearch_LS-6	unigram	new	collectiontf	13.619945694418456
SemSearch_LS-6	unigram	york	collectiontf	13.019060742855947
SemSearch_LS-6	unigram	city	collectiontf	14.618563160431117
SemSearch_LS-6	bigram	borough new	collectiontf	6.773080375655535
SemSearch_LS-6	bigram	new york	collectiontf	12.959425536646071
SemSearch_LS-6	bigram	york city	collectiontf	11.541872429591866
SemSearch_LS-7	unigram	branch	collectiontf	10.348045160450388
SemSearch_LS-7	unigram	us	collectiontf	10.894421827406049
SemSearch_LS-7	unigram	military	collectiontf	10.561396081003364
SemSearch_LS-7	bigram	branch us	collectiontf	2.4849066497880004
SemSearch_LS-7	bigram	us military	collectiontf	2.0794415416798357
SemSearch_LS-8	unigram	continent	collectiontf	8.74321260347591
SemSearch_LS-8	unigram	world	collectiontf	12.197526228728332
SemSearch_LS-8	bigram	continent world	collectiontf	1.6094379124341003
SemSearch_LS-9	unigram	degree	collectiontf	6.76849321164863
SemSearch_LS-9	unigram	eastern	collectiontf	11.618995728697294
SemSearch_LS-9	unigram	orthodox	collectiontf	8.941414628006845
SemSearch_LS-9	unigram	monasticism	collectiontf	4.204692619390966
SemSearch_LS-9	bigram	degree eastern	collectiontf	-Infinity
SemSearch_LS-9	bigram	eastern orthodox	collectiontf	7.8434564043761155
